TargetWord,Prime,Unrelated,Length_Related,SubFreq_Related,LogSubFreq_Related,LogHAL_Related,OrthoN_Related,FreqGreater_Related,BGSum_Related,BGMean_Related,POS_Related,ELP_NT_RT_Related,ELP_N_Z_Related,ELP_NT_Acc_Related,Relation1_Related,Relation2_Related,FAS_Related,BAS_Related,CueFanOut_Related,LSA_Related,LSA_Unrelated,NT_200ms_RT_Related,NT_200ms_RT_Unrelated,NT_200ms_Z_Related,NT_200ms_Z_Unrelated,NT_200ms_Acc_Related,NT_200ms_Acc_Unrelated,NT_1200ms_RT_Related,NT_1200ms_RT_Unrelated,NT_1200ms_Z_Related,NT_1200ms_Z_Unrelated,NT_1200ms_Acc_Related,NT_1200ms_Acc,NT_200ms_RT_Priming_Related,NT_200ms_Z_Priming_Related,NT_200ms_Acc_Priming_Related,NT_1200ms_RT_Priming_Related,NT_1200ms_Z_Priming_Related,NT_1200ms_Acc_Priming_Related
muscle,FLEX,CHEMICAL,4,0.98,1.71,7.92,7,4,4493,1497.67,NN|VB,624.48,-0.45,1,functional property,fpa,0.458,0.055,14,0.43,0.05,529.64,535.75,-0.1147543226,-0.01907163228,1,0.9285714286,513.5333333,546.3076923,-0.2034289423,-0.1765552511,1,1,6.11,0.09568269037,0.07142857143,32.77435897,0.02687369116,0
music,TUNE,EXTRA,4,15.61,2.9,9.41,6,3,4870,1623.33,NN|VB,595.2,-0.55,0.96,synonym,,0.311,0.041,14,0.75,0.1,602.7037037,512,0.6704167302,-0.480892581,1,1,505.625,888.5789474,-0.06425321596,1.737253824,1,0.8947368421,-90.7037037,-1.151309311,0,382.9539474,1.80150704,0.1052631579
mustache,BEARD,SALTINE,5,12.61,2.81,8.06,3,3,6266,1566.5,NN,670.85,-0.43,0.93,category,,0.31,0.446,13,0.61,,701.7619048,641,0.7594653297,0.2687541338,1,1,557.8,574.2631579,0.2054304093,0.5994093327,1,0.8947368421,-60.76190476,-0.4907111959,0,16.46315789,0.3939789234,0.1052631579
nail,TACK,HONEST,4,2.12,2.04,7.38,15,12,4283,1427.67,NN|VB,633.92,-0.5,1,category,,0.181,0,12,0.21,0.07,554.44,551.75,-0.006259341399,-0.01141653945,1,1,546.6538462,501.2142857,-0.04013992885,-0.1306663746,1,1,-2.69,-0.005157198052,0,-45.43956044,-0.09052644578,0
naked,STRIP,SNEEZE,5,15.69,2.9,9.69,1,0,8653,2163.25,NN|VB,638.78,-0.37,1,fpa,,0.128,,26,0.19,0.21,518,547.7428571,-0.2344998287,-0.05106500339,1,1,525.6052632,572.28,-0.008569465635,0.03556149059,1,1,29.74285714,0.1834348253,0,46.67473684,0.04413095622,0
name,INITIAL,DISASTER,7,6.37,2.51,10.03,0,,19566,3261,JJ|VB|NN,629.79,-0.39,1,unclassifed,,0.268,0,11,0.08,0.03,532.5,535.0526316,-0.08346358231,-0.04096736128,1,1,540.6969697,463.0714286,-0.1721946027,-0.4804728101,1,1,2.552631579,0.04249622103,0,-77.62554113,-0.3082782073,0
narrow,WIDE,HOBO,4,23.8,3.08,11.06,13,1,3915,1305,JJ|RB|NN,565.43,-0.77,1,antonym,,0.179,0.406,15,0.58,0.03,536.7142857,559.9411765,-0.3970660355,0.1397159797,1,1,518.8333333,594.6341463,-0.2118001107,0.3625799194,1,1,23.22689076,0.5367820152,0,75.80081301,0.5743800301,0
nature,NATURAL,GOVERNMENT,7,42.35,3.33,10.72,0,,13875,2312.5,JJ|NN,626,-0.49,1,unclassifed,,0.087,0,25,0.55,0.13,587.64,627.7272727,0.5011384008,0.5618822495,0.92,1,601.65,559.5714286,0.6407164989,0.2690857428,1,1,40.08727273,0.06074384874,-0.08,-42.07857143,-0.3716307561,0
navy,ARMY,PRINCE,4,85.69,3.64,10.43,2,0,3648,1216,NN,596.19,-0.73,1,category,,0.5,0.543,12,0.55,0.03,502.0833333,675.05,-0.02571604805,0.1790763338,1,1,578.6538462,604.96,0.1551267536,0.4131981474,1,1,172.9666667,0.2047923818,0,26.30615385,0.2580713938,0
near,FAR,ORE,3,220.76,4.05,12.08,16,1,3393,1696.5,RB|JJ,622.29,-0.58,1,antonym,,0.503,0.535,12,0.51,0.15,614.2647059,644.3461538,0.2998942382,0.2679840184,1,1,524.8,510.1875,-0.1584294968,0.132628054,1,1,30.08144796,-0.03191021987,0,-14.6125,0.2910575508,0
neat,ORGANIZE,CARING,8,4.31,2.34,8.55,0,,9775,1396.43,VB,586.79,-0.66,1,unclassifed,,0.207,0.02,23,0.1,0.22,605.2692308,500.3076923,0.0007512665984,-0.2170669737,1,1,549.8695652,617.8,0.3101663431,0.7994613702,1,0.9,-104.9615385,-0.2178182403,0,67.93043478,0.4892950271,0.1
neck,SCARF,MASK,5,4.69,2.38,6.72,3,3,5779,1444.75,NN,673.48,-0.19,1,instrument,,0.162,0,17,0.37,0.41,504.2692308,532.95,-0.1625422862,0.03739656889,1,1,541.2857143,583.0740741,0.02933143311,0.1806555054,1,1,28.68076923,0.1999388551,0,41.78835979,0.1513240723,0
necklace,BEAD,HAND,4,1.12,1.76,7.51,13,10,3724,1241.33,NN|VB,758.52,0.01,0.91,supraordinate,,0.384,0.021,20,0.06,0.16,514.5555556,520.5555556,-0.1063490816,-0.1739870046,1,1,527.1,552.5882353,0.03062590827,0.206589878,1,1,6,-0.06763792296,0,25.48823529,0.1759639698,0
need,NECESSARY,PHILOSOPHY,9,45.98,3.37,11.02,0,,15604,1950.5,JJ|NN,682.42,-0.29,0.96,synonym,,0.473,0,12,0.39,0.12,541.9444444,598.5,0.2828515697,0.3178514465,1,0.9545454545,552.3333333,768.1111111,0.01780126793,0.7849106917,0.9722222222,1,56.55555556,0.03499987686,0.04545454545,215.7777778,0.7671094237,-0.02777777778
needle,INJECTION,SUB,9,4.14,2.33,8.02,1,1,21441,2680.13,NN,603.32,-0.52,1,functional property,,0.331,0,12,0.13,-0.02,538.0454545,588,0.1528113046,0.1078312137,1,1,550.6086957,501.9268293,0.1396555752,-0.05244230633,1,1,49.95454545,-0.04498009095,0,-48.68186638,-0.1920978816,0
negative,POSITIVE,DUMP,8,31.63,3.21,10.23,0,,13346,1906.57,JJ|NN,637.81,-0.5,1,antonym,,0.627,0.603,9,0.98,-0.01,551.45,534.1333333,0.1250324898,0.07382449322,1,1,681.0769231,567.1212121,0.6547312296,0.1004985536,1,1,-17.31666667,-0.05120799659,0,-113.955711,-0.554232676,0
neighborhood,COMMUNITY,SCARCITY,9,29.14,3.17,10.98,0,,10681,1335.13,NN,768.31,0.17,1,synonym,,0.123,0.034,21,0.47,0.03,632.2941176,559.4090909,0.6333531117,0.3079786308,1,1,509.6,535.1707317,-0.02132728501,0.1672538529,1,0.9756097561,-72.88502674,-0.3253744809,0,25.57073171,0.188581138,0.0243902439
nephew,NIECE,THINKING,5,9.53,2.69,6.51,1,1,5705,1426.25,NN,625.42,-0.3,1,antonym,,0.658,0.476,9,0.52,0.17,533.5789474,512.8518519,-0.07105792501,-0.01800692544,1,1,595.8484848,510.2121212,-0.07598001517,-0.01105974764,1,1,-20.72709552,0.05305099957,0,-85.63636364,0.06492026753,0
nervous,ANXIETY,MASTERY,7,6.76,2.54,7.89,0,,6949,1158.17,NN,678.64,-0.18,1,,,0.127,0,19,0.18,-0.01,557.05,554.3636364,0.3056345256,0.1006580213,1,0.9696969697,510.9722222,560.125,0.02105932073,0.04313356169,1,1,-2.686363636,-0.2049765044,0.0303030303,49.15277778,0.02207424096,0
neuron,AXON,EMBRACE,4,,,,,,,,,,,,supraordinate,,0.173,0.014,14,0.98,-0.01,654.6153846,632.4102564,0.8605010255,0.6710993499,0.9230769231,0.9743589744,623.3703704,661.9047619,0.8165890409,0.6210207536,0.8888888889,1,-22.20512821,-0.1894016756,-0.05128205128,38.53439153,-0.1955682872,-0.1111111111
neutron,ELECTRON,HIGH,8,0.73,1.58,8.27,1,1,16028,2289.71,NN,667.38,-0.38,1,category,,0.265,0.2,15,0.34,0.06,702.6428571,690.1111111,0.457905723,1.166850742,0.8571428571,0.9777777778,648.2380952,690.95,0.3006441319,1.146091291,0.9047619048,1,-12.53174603,0.7089450186,-0.1206349206,42.71190476,0.8454471587,-0.09523809524
never,EVER,NOUN,4,709.22,4.56,12.07,2,2,8543,2847.67,RB|NN,604.71,-0.64,1,unclassified,,0.245,0.141,14,0.75,0.03,578.7777778,550.1538462,0.06118556334,0.1744323864,1,0.9743589744,560.5142857,514.1481481,0.07181931579,-0.08141340697,1,1,-28.62393162,0.113246823,0.02564102564,-46.36613757,-0.1532327228,0
new,OLD,BEFORE,3,608.94,4.49,12.38,1,0,1627,813.5,JJ|NN,562.58,-0.74,1,synonym,,0.473,0.725,9,0.34,0.45,498.7352941,552.6052632,-0.1912784711,-0.1208248283,0.9705882353,1,520.8604651,511.6923077,-0.09555147585,0.0787992932,1,1,53.86996904,0.07045364283,-0.02941176471,-9.168157424,0.174350769,0
news,UPDATE,NUTS,6,4.94,2.4,10.58,0,,9525,1905,VB,518,-0.85,1,unclassifed,,0.311,0.014,18,0.02,0.03,569.6521739,611.4761905,0.1010337609,0.1414434151,1,1,538.8518519,553.2903226,-0.0889900025,0.4099364914,1,1,41.82401656,0.04040965425,0,14.43847073,0.4989264939,0
newspaper,COLUMN,POCKETBOOK,6,10.96,2.75,9.67,0,,5043,1008.6,NN,642.68,-0.42,1,bpa,,0.264,0,17,0.06,0.11,576.84,616.24,0.5430248399,0.3735889765,1,1,675.972973,582.7,0.7064650254,0.7595955145,0.972972973,1,39.4,-0.1694358633,0,-93.27297297,0.05313048905,-0.02702702703
newton,FIG,SPRING,3,1.22,1.8,7.54,13,9,1618,809,NN,612.57,-0.58,1,fpa,,0.308,0.178,10,0.08,0.13,551,540.8333333,0.1602395229,0.3079441314,1,1,552.76,645.5641026,0.09904804978,0.7917701382,1,0.9487179487,-10.16666667,0.1477046085,0,92.80410256,0.6927220884,0.05128205128
nice,FRIENDLINESS,CLEANER,12,0.12,0.85,6.17,0,,28373,2579.36,NN,692.42,-0.05,0.96,synonym,,0.19,0,19,0.23,0.14,548,515.2909091,-0.07510198907,-0.2710070941,0.9523809524,1,495.25,532.5510204,-0.3295688436,-0.1513791954,1,0.9795918367,-32.70909091,-0.195905105,-0.04761904762,37.30102041,0.1781896482,0.02040816327
night,MOONLIGHT,DOORBELL,9,6.94,2.55,7.04,0,,10997,1374.63,NN,596.31,-0.52,0.96,script,,0.203,0,19,0.56,0.15,530.4285714,740.4444444,-0.07425291037,0.3550032509,1,0.9444444444,538.2272727,493.4117647,0.03519768149,-0.05795577448,0.8636363636,1,210.015873,0.4292561613,0.05555555556,-44.81550802,-0.09315345596,-0.1363636364
no,REFUSE,HUGE,6,20.98,3.03,9.6,3,0,8897,1779.4,VB,575.71,-0.77,0.95,unclassified,,0.272,0.029,18,0.45,0.38,522.1904762,529.7878788,-0.3434302101,-0.1715755129,1,1,490.7586207,516.35,-0.2699548455,-0.1459721758,0.9655172414,1,7.597402597,0.1718546971,0,25.59137931,0.1239826698,-0.03448275862
noise,SOUND,EASTER,5,143.39,3.86,11.71,7,1,6075,1518.75,NN|VB|JJ,625.48,-0.4,1,synonym,,0.362,0.147,10,0.58,0.02,563.4444444,555.3888889,-0.001302400788,0.2364454819,1,0.9722222222,537.0454545,492.9166667,0.00267590645,-0.2577649152,0.9545454545,0.9583333333,-8.055555556,0.2377478827,0.02777777778,-44.12878788,-0.2604408217,-0.003787878788
none,ALL,CLIMATE,3,5161.86,5.42,14.35,5,0,4681,2340.5,minor|RB,577.56,-0.72,1,antonym,,0.333,0.203,12,0.65,0.08,619.4761905,589.4285714,0.06070385796,0.01706824183,0.9047619048,0.9523809524,461.2857143,607.4705882,-0.1030504299,0.2454537716,1,0.8823529412,-30.04761905,-0.04363561613,-0.04761904762,146.1848739,0.3485042015,0.1176470588
noodles,OODLES,MORE,6,0.45,1.38,5.63,0,,9678,1935.6,NN,733.31,0.08,0.96,fpa,,0.455,0.039,9,,0.08,651.0857143,544.5555556,0.6655752131,0.2103049223,0.9428571429,1,587.25,531.9230769,0.650212257,0.3205888363,1,1,-106.5301587,-0.4552702908,-0.05714285714,-55.32692308,-0.3296234207,0
normal,STANDARD,MIST,8,18.43,2.97,11.59,0,,14814,2116.29,JJ|NN,693,-0.22,1,synonym,,0.11,0,26,0.15,0.05,536.8461538,601.7777778,-0.2354381865,0.1609622265,1,1,532.15625,548.32,0.2014380171,-0.02211626047,1,1,64.93162393,0.3964004131,0,16.16375,-0.2235542775,0
nose,SNOT,GUESS,4,2.12,2.04,6.21,8,6,1871,623.67,NN,704.59,-0.13,1,,,0.378,0,13,0.24,0.18,616.9411765,552.7037037,0.6420235185,0.2659269398,0.8235294118,1,585.2857143,518,0.3459315173,-0.0666166834,1,1,-64.23747277,-0.3760965787,-0.1764705882,-67.28571429,-0.4125482007,0
not,MAYBE,CORPSE,5,926.45,4.67,12.02,0,,3007,751.75,RB|NN,575.57,-0.61,1,fpa,,0.182,0,23,0.38,0.33,506.7714286,546.0952381,-0.483180258,-0.2404145668,1,1,486.6944444,490.3,-0.1443725573,-0.267903569,1,1,39.32380952,0.2427656912,0,3.605555556,-0.1235310117,0
note,MESSAGE,SLY,7,91.51,3.67,12.42,1,0,10532,1755.33,NN,634.12,-0.53,0.96,synonym,,0.262,0.09,16,0.14,0.1,518.5238095,545.5714286,-0.3654464324,-0.07138579215,1,1,530.1578947,513.4210526,-0.09575495915,-0.227492152,1,1,27.04761905,0.2940606403,0,-16.73684211,-0.1317371929,0
nothing,WORTHLESS,OVERCOME,9,9.27,2.68,8.62,0,,14965,1870.63,JJ,594.15,-0.62,1,unclassifed,,0.122,0,26,0.3,0.26,535.4722222,497.5526316,-0.1143583048,-0.3625778989,1,1,526.8292683,518.6111111,-0.05140260291,-0.07660607573,0.9756097561,1,-37.91959064,-0.2482195941,0,-8.218157182,-0.02520347282,-0.0243902439
novel,MYSTERY,COOKBOOK,7,22.96,3.07,9.23,1,0,15090,2515,NN,559.83,-0.74,1,fpa,,0.122,0,19,0.35,0.06,495.0833333,776.2857143,-0.2439901561,0.8994766848,0.9791666667,1,606.5862069,476.2962963,0.08359568171,-0.154612664,1,1,281.202381,1.143466841,-0.02083333333,-130.2899106,-0.2382083457,0
novice,BEGINNER,ROD,8,1.94,2,8.25,0,,17568,2509.71,NN,611.52,-0.61,1,synonym,,0.199,0.283,18,0.18,0.02,565.7333333,615.0769231,0.1922506329,0.8155060253,0.9333333333,0.8846153846,590.8421053,729.3076923,0.3954352168,1.123385159,0.8684210526,0.8846153846,49.34358974,0.6232553924,0.04871794872,138.465587,0.7279499419,-0.01619433198
now,HAPPENING,COUGH,9,90.55,3.66,9.87,0,,20335,2541.88,VB|NN|JJ,614.57,-0.6,1,fpa,,0.169,0,11,0.52,0.15,527.8571429,569.21875,-0.1835990159,0.009206642048,1,0.96875,496.9285714,532.7407407,-0.321060879,0.05197475903,1,1,41.36160714,0.192805658,0.03125,35.81216931,0.373035638,0
number,DIGIT,SHOWER,5,0.59,1.49,8.11,0,,5450,1362.5,NN,678,-0.37,1,synonym,,0.72,0,11,0.4,0.03,631.7142857,570.5833333,-0.04604141452,0.04359284603,1,1,421.0769231,517.4651163,-0.2954371532,0.08513051635,0.9230769231,1,-61.13095238,0.08963426055,0,96.3881932,0.3805676695,-0.07692307692
nun,CONVENT,SLOPE,7,3.33,2.23,5.64,4,4,16045,2674.17,NN,697.22,-0.14,0.85,script,,0.747,0.034,6,0.3,0.06,596.6052632,514.3571429,0.3556401517,0.1105877459,0.9473684211,0.9285714286,529.4857143,573.8571429,0.003533560722,0.2615328662,0.9428571429,1,-82.2481203,-0.2450524058,0.01879699248,44.37142857,0.2579993055,-0.05714285714
nurse,UNIFORM,YEARS,7,24.82,3.1,9,0,,7802,1300.33,NN|JJ,614.25,-0.52,1,bpa,,0.119,0,20,0.16,0.08,575.5,561.2857143,0.1804767312,-0.1960997277,1,1,503.8235294,525,-0.2999368116,0.006428098748,1,1,-14.21428571,-0.376576459,0,21.17647059,0.3063649103,0
nut,CASHEW,OREGANO,6,0.22,1.08,5.27,1,1,6608,1321.6,NN,704.96,-0.21,1,supraordinate,,0.745,0.048,6,,-0.02,718.6428571,632.3902439,0.7333778784,0.3478967384,0.9285714286,1,514.5384615,526.1333333,-0.1618829568,0.1914577738,1,1,-86.25261324,-0.3854811401,-0.07142857143,11.59487179,0.3533407306,0
object,THING,PYRAMID,5,1088.67,4.74,12.4,4,1,13223,3305.75,NN,615.43,-0.45,1,synonym,,0.189,0.412,20,0.09,0.03,566.4285714,531.5853659,0.008963459398,0.01126785586,1,1,454.3181818,515.875,-0.3391835014,-0.1596325824,0.9545454545,1,-34.84320557,0.002304396465,0,61.55681818,0.1795509191,-0.04545454545
obsession,COMPULSION,LAMB,10,1.24,1.81,6.73,0,,15226,1691.78,NN,769.24,0.29,0.93,category,,0.208,0,24,0.15,0.02,592.7272727,561.4736842,0.3203995246,-0.0867656702,1,1,586.5238095,603.9117647,0.5926364796,0.538666074,1,1,-31.25358852,-0.4071651948,0,17.38795518,-0.05397040562,0
obstacle,OVERCOME,STEEL,8,6.2,2.5,8.88,1,0,14467,2066.71,VB,578.31,-0.79,1,,,0.075,0.053,23,0.31,0.09,588.3928571,537.5789474,0.3487625787,-0.079609655,0.9642857143,1,560.7941176,644.2857143,0.109250875,0.9939698932,1,1,-50.81390977,-0.4283722337,-0.03571428571,83.49159664,0.8847190182,0
ocean,SEA,DEPENDENT,3,59.84,3.48,10.51,10,3,3846,1923,NN,713.92,-0.24,1,synonym,,0.456,0.291,15,0.52,0.05,511.6538462,524.3888889,-0.2399819545,-0.2544207588,1,1,509.3333333,545.5,-0.03852513929,-0.04747580767,1,1,12.73504274,-0.01443880432,0,36.16666667,-0.008950668382,0
octopus,SQUID,BIT,5,2.76,2.15,7.03,1,1,1919,479.75,NN,719.86,-0.01,1,category,,0.276,0.122,14,0.56,0.14,507.5714286,583.8,-0.2797234311,0.5303457785,1,0.96,533.1538462,531.9545455,-0.09662716165,0.02991488182,1,0.9090909091,76.22857143,0.8100692096,0.04,-1.199300699,0.1265420435,0.09090909091
odd,EVEN,PERCENT,4,875.92,4.65,13.1,3,0,6197,2065.67,RB|JJ|NN|VB,625.37,-0.52,1,antonym,,0.621,0.558,9,0.54,0.02,497.2,500.2,-0.4766413866,-0.2609187021,1,1,481.12,573.5882353,-0.3396941841,-0.04691759076,1,1,3,0.2157226846,0,92.46823529,0.2927765933,0
off,TURN,DEFINITION,4,306.47,4.19,11.4,5,0,2566,855.33,VB|NN,596.77,-0.62,1,fpa,,0.117,0,21,0.51,0.05,519.3095238,495.7586207,-0.2971460066,-0.5115604526,0.9761904762,1,507.0769231,505.0606061,-0.2623312212,-0.06888083477,1,1,-23.55090312,-0.214414446,-0.02380952381,-2.016317016,0.1934503864,0
offense,DEFENSE,ACQUIRE,7,32.65,3.22,10.36,1,0,11322,1887,NN,658.81,-0.34,1,antonym,,0.297,0.638,18,0.35,0.09,515,572.3,-0.1131054291,0.1648039031,1,1,543,547.3181818,0.3245593353,0.516970001,0.9375,0.8181818182,57.3,0.2779093322,0,4.318181818,0.1924106657,0.1193181818
office,POST,ENTERTAINMENT,4,32.43,3.22,12.53,12,1,5485,1828.33,NN|VB|JJ,582.44,-0.65,1,fpa,,0.426,0,14,0.46,0.06,515.2692308,545.7878788,-0.3841294383,-0.04908152192,1,1,640.5454545,489.7083333,0.05934426048,-0.322447438,1,0.9583333333,30.51864802,0.3350479164,0,-150.8371212,-0.3817916985,0.04166666667
often,FREQUENCY,NAVIGATOR,9,6.61,2.53,10.02,0,,11370,1421.25,NN,645.25,-0.44,1,unclassifed,,0.156,0,17,0.09,0.02,504.3181818,511.5,-0.4052266639,-0.3211953034,1,0.9642857143,466.7083333,549.8333333,-0.3554093492,-0.1335845356,1,1,7.181818182,0.08403136045,0.03571428571,83.125,0.2218248136,0
oil,GREASE,TREBLE,6,6.94,2.55,7.99,2,0,10588,2117.6,NN|VB,635.1,-0.32,1,,,0.311,0.101,13,0.55,0,504.9565217,538.0588235,-0.3404402135,-0.2801467804,1,1,453.9615385,521.9666667,-0.3550040973,-0.2648799395,1,1,33.10230179,0.06029343313,0,68.00512821,0.09012415785,0
okay,ARIGHT,BUILDER,6,,,,,,,,,,,,synonym,,0.5,0,10,-0.01,0.04,536.1538462,531.9285714,-0.2401194182,-0.4030218884,1,1,484.0833333,529.5217391,-0.3988057371,0.07456709162,1,1,-4.225274725,-0.1629024702,0,45.4384058,0.4733728287,0
old,AGE,MANNER,3,79.2,3.61,11.11,10,2,1995,997.5,NN|VB,591.43,-0.58,1,supraordinate,bpa,0.391,0.027,20,0.41,0.16,552.3333333,483.6428571,-0.2408162902,-0.4169567938,1,1,572.5294118,442.9473684,-0.4930322371,-0.5905605641,0.9411764706,1,-68.69047619,-0.1761405036,0,-129.5820433,-0.09752832699,-0.05882352941
on,OFF,CHRIST,3,1179.51,4.78,12.65,2,0,603,301.5,minor|NN|JJ|VB,522.36,-0.82,1,antonym,,0.897,0.878,2,0.67,0.17,500.2142857,699.1666667,-0.3980437329,0.1360584592,1,1,429.1538462,554.7,-0.6637926171,-0.1383295591,1,1,198.952381,0.5341021921,0,125.5461538,0.5254630579,0
once,TWICE,ANGLE,5,62.57,3.5,10.74,1,0,4504,1126,RB|JJ,603.18,-0.57,1,category,,0.264,0.612,13,0.52,0.09,509.3454545,638.75,-0.1816048836,0.3095841883,0.9636363636,0.9285714286,508.0606061,589.4814815,-0.0642620002,0.2558769157,1,0.9259259259,129.4045455,0.491189072,0.03506493506,81.42087542,0.3201389159,0.07407407407
one,NUMBER,DELICATE,6,240.94,4.09,12.55,1,0,8351,1670.2,NN|VB,562.15,-0.68,1,supraordinate,fpa,0.345,0.054,17,0.38,0.38,546.5714286,552.1538462,-0.182615162,0.1575958325,0.9428571429,1,479.8461538,500.8823529,-0.2078078108,-0.1405783847,1,1,5.582417582,0.3402109945,-0.05714285714,21.0361991,0.06722942611,0
onion,LIVER,KINETIC,5,14.29,2.86,10.13,10,2,11684,2921,NN,554.19,-0.73,1,fpa,,0.152,0,18,0,-0.05,538.1538462,628.4615385,0.04627000795,0.6941249334,1,0.9615384615,641.8888889,558.25,-0.01097067945,0.2897770886,0.962962963,0.9,90.30769231,0.6478549255,0.03846153846,-83.63888889,0.3007477681,0.06296296296
open,DOOR,SENATE,4,292.06,4.17,10.89,6,0,4268,1422.67,NN,590.81,-0.62,0.96,action,bpa,0.183,0.061,23,0.73,0.04,554.7307692,499.3,-0.1428052605,-0.6400652265,1,1,466.5526316,502.5333333,-0.5867887308,-0.5403113065,1,1,-55.43076923,-0.497259966,0,35.98070175,0.04647742431,0
opening,CLOSING,CENTER,7,26.14,3.13,9.34,0,,15405,2567.5,VB|NN,597.75,-0.6,1,antonym,,0.48,0.507,11,0.3,0.22,528.4285714,520.5882353,-0.2664453097,-0.1899421854,1,1,488.5555556,509.95,-0.3704677788,-0.131314816,1,1,-7.840336134,0.07650312428,0,21.39444444,0.2391529628,0
operation,SURGERY,PAIR,7,32.37,3.22,9.02,0,,10527,1754.5,NN,631.14,-0.44,1,category,,0.158,0.196,15,0.27,0.08,492.1875,613.8,-0.1846097918,-0.09984637351,0.96875,1,550.0833333,594.2058824,-0.01546777321,0.2293071905,1,1,121.6125,0.08476341831,-0.03125,44.12254902,0.2447749637,0
orange,TANGERINE,ELIMINATION,9,0.75,1.59,6.05,0,,28696,3587,NN,710.8,-0.09,1,category,perceptual property,0.733,0.051,7,0.25,0.09,542.375,579.2307692,0.1414358075,0.1007171573,0.975,1,518.0882353,515.9393939,-0.2416225055,-0.02580526274,1,1,36.85576923,-0.04071865017,-0.025,-2.148841355,0.2158172428,0
order,LAW,TRENCH,3,116.31,3.77,11.74,12,0,2245,1122.5,NN,603.21,-0.55,1,synonym,,0.186,0.044,14,0.21,0.04,463.12,517.7368421,-0.5627949853,-0.1715568728,1,1,524.3478261,519.5,-0.2394194784,-0.040547615,1,1,54.61684211,0.3912381124,0,-4.847826087,0.1988718634,0
organize,PLANNING,BUYER,8,37.29,3.28,10.4,2,0,18977,2711,NN|VB,630.63,-0.45,1,synonym,,0.095,0,23,0.32,0.01,541.6578947,531.8846154,0.1996066313,-0.1790319506,1,1,619,503.0384615,0.2670690773,0.1032124015,1,1,-9.773279352,-0.3786385819,0,-115.9615385,-0.1638566757,0
orgasm,CLIMAX,RAPE,6,1.94,2,7.81,0,,5987,1197.4,NN|VB,604.08,-0.47,1,synonym,,0.155,,17,0,0.54,643.1481481,615,0.5129760776,0.6954234614,0.962962963,0.9583333333,610.0909091,624.5,0.360462481,0.5833266528,0.9393939394,0.8076923077,-28.14814815,0.1824473838,0.00462962963,14.40909091,0.2228641718,0.1317016317
out,IN,TOMATO,2,9773.41,5.7,15.9,7,0,6910,6910,minor|RB|JJ,558.12,-0.77,1,antonym,,0.94,0.804,2,0.77,0.19,505.06,504.5,-0.4111127064,-0.647174373,1,1,434.9677419,503.7368421,-0.4890795933,-0.06370820406,1,1,-0.56,-0.2360616666,0,68.76910017,0.4253713892,0
outdoors,INDOORS,RHYTHM,7,2.47,2.1,7.38,0,,14409,2401.5,NN,628.5,-0.49,0.96,antonym,,0.561,0.224,9,0.62,0.1,646.3571429,510.3170732,0.08785798744,-0.1743735959,1,1,508.1351351,509.6923077,-0.2712711568,-0.2024502592,0.972972973,1,-136.0400697,-0.2622315833,0,1.557172557,0.06882089762,-0.02702702703
oven,MICROWAVE,NAG,9,3.9,2.3,8.38,0,,10237,1279.63,NN,627.15,-0.47,0.96,fpa,,0.309,0.012,14,0.26,0.09,470.25,550.36,-0.5894569516,-0.05867067184,1,1,487.4545455,537.962963,-0.2846191059,-0.2031447192,1,1,80.11,0.5307862797,0,50.50841751,0.08147438673,0
owl,HOOT,WINDOW,4,2.61,2.13,6.87,12,9,3025,1008.33,NN|VB,617.93,-0.48,1,,,0.456,0.176,13,0.33,0.18,505.3684211,522.8,-0.4239574585,-0.1488955562,0.9473684211,1,514.3461538,472.5384615,-0.1755482209,-0.2863152271,1,1,17.43157895,0.2750619022,-0.05263157895,-41.80769231,-0.1107670062,0
own,HAVE,DISBELIEVE,4,6161.41,5.5,14.92,12,0,3429,1143,VB|NN,590.82,-0.64,1,,,0.2,0.211,15,0.58,,531.08,505.9285714,-0.2142431685,-0.4859310531,1,1,518.9333333,514.3636364,-0.1496239776,-0.1755327867,1,1,-25.15142857,-0.2716878846,0,-4.56969697,-0.02590880913,0
owner,PROPRIETOR,CORRECT,10,1.18,1.79,6.79,0,,15183,1687,NN,797.48,0.17,0.89,synonym,,0.34,0.028,13,0.61,0.16,527.6153846,540.9782609,-0.1970730278,-0.05554630083,1,1,542.24,537.1315789,0.001878905159,-0.04636475567,1,1,13.36287625,0.1415267269,0,-5.108421053,-0.04824366083,0
oxygen,HYDROGEN,FIRE,8,2.67,2.14,8.08,0,,8370,1195.71,NN|JJ,646,-0.3,1,category,,0.299,0.035,12,0.59,0.06,517.2608696,554.8863636,-0.3837610315,0.008427885738,1,0.9772727273,512.4642857,525.2,0.07432481443,-0.1025336828,1,1,37.62549407,0.3921889172,0.02272727273,12.73571429,-0.1768584972,0
oyster,CLAM,BOOK,4,3.92,2.3,6.64,7,7,3543,1181,NN|VB,657.95,-0.32,0.88,category,,0.285,0.359,19,0.37,0.03,532.9,531.5925926,0.04143775812,0.0863064546,1,0.962962963,523.4074074,569.5555556,-0.001432730994,0.3393825877,1,0.962962963,-1.307407407,0.04486869648,0.03703703704,46.14814815,0.3408153187,0.03703703704
